gene,kegg_id,alia,copy
SMARCD1,hsa:6602,BAF60A,SMARCD1 (copy)
SMARCD1,hsa:6602,CRACD1,SMARCD1 (copy)
SMARCD1,hsa:6602,CSS11,SMARCD1 (copy)
SMARCD1,hsa:6602,Rsc6p,SMARCD1 (copy)
SMARCD1,hsa:6602,SWI/SNF related,SMARCD1 (copy)
SMARCD1,hsa:6602,matrix associated,SMARCD1 (copy)
SMARCD1,hsa:6602,actin dependent regulator of chromatin,SMARCD1 (copy)
SMARCD1,hsa:6602,subfamily d,SMARCD1 (copy)
SMARCD1,hsa:6602,member 1,SMARCD1 (copy)
SMARCD2,hsa:6603,BAF60B,SMARCD2 (copy)
SMARCD2,hsa:6603,CRACD2,SMARCD2 (copy)
SMARCD2,hsa:6603,PRO2451,SMARCD2 (copy)
SMARCD2,hsa:6603,Rsc6p,SMARCD2 (copy)
SMARCD2,hsa:6603,SGD2,SMARCD2 (copy)
SMARCD2,hsa:6603,SWI/SNF related,SMARCD2 (copy)
SMARCD2,hsa:6603,matrix associated,SMARCD2 (copy)
SMARCD2,hsa:6603,actin dependent regulator of chromatin,SMARCD2 (copy)
SMARCD2,hsa:6603,subfamily d,SMARCD2 (copy)
SMARCD2,hsa:6603,member 2,SMARCD2 (copy)
SMARCD3,hsa:6604,BAF60C,SMARCD3 (copy)
SMARCD3,hsa:6604,CRACD3,SMARCD3 (copy)
SMARCD3,hsa:6604,Rsc6p,SMARCD3 (copy)
SMARCD3,hsa:6604,SWI/SNF related,SMARCD3 (copy)
SMARCD3,hsa:6604,matrix associated,SMARCD3 (copy)
SMARCD3,hsa:6604,actin dependent regulator of chromatin,SMARCD3 (copy)
SMARCD3,hsa:6604,subfamily d,SMARCD3 (copy)
SMARCD3,hsa:6604,member 3,SMARCD3 (copy)
SMARCE1,hsa:6605,BAF57,SMARCE1 (copy)
SMARCE1,hsa:6605,CSS5,SMARCE1 (copy)
SMARCE1,hsa:6605,SWI/SNF related,SMARCE1 (copy)
SMARCE1,hsa:6605,matrix associated,SMARCE1 (copy)
SMARCE1,hsa:6605,actin dependent regulator of chromatin,SMARCE1 (copy)
SMARCE1,hsa:6605,subfamily e,SMARCE1 (copy)
SMARCE1,hsa:6605,member 1,SMARCE1 (copy)
DPF3,hsa:8110,BAF45C,DPF3 (copy)
DPF3,hsa:8110,CERD4,DPF3 (copy)
DPF3,hsa:8110,SMARCG3,DPF3 (copy)
DPF3,hsa:8110,double PHD fingers 3,DPF3 (copy)
DPF1,hsa:8193,BAF45b,DPF1 (copy)
DPF1,hsa:8193,NEUD4,DPF1 (copy)
DPF1,hsa:8193,SMARCG1,DPF1 (copy)
DPF1,hsa:8193,neuro-d4,DPF1 (copy)
DPF1,hsa:8193,double PHD fingers 1,DPF1 (copy)
ARID1A,hsa:8289,B120,ARID1A (copy)
ARID1A,hsa:8289,BAF250,ARID1A (copy)
ARID1A,hsa:8289,BAF250a,ARID1A (copy)
ARID1A,hsa:8289,BM029,ARID1A (copy)
ARID1A,hsa:8289,C1orf4,ARID1A (copy)
ARID1A,hsa:8289,CSS2,ARID1A (copy)
ARID1A,hsa:8289,ELD,ARID1A (copy)
ARID1A,hsa:8289,MRD14,ARID1A (copy)
ARID1A,hsa:8289,OSA1,ARID1A (copy)
ARID1A,hsa:8289,P270,ARID1A (copy)
ARID1A,hsa:8289,SMARCF1,ARID1A (copy)
ARID1A,hsa:8289,hELD,ARID1A (copy)
ARID1A,hsa:8289,hOSA1,ARID1A (copy)
ARID1A,hsa:8289,AT-rich interaction domain 1A,ARID1A (copy)
ACTL6A,hsa:86,ACTL6,ACTL6A (copy)
ACTL6A,hsa:86,ARPN-BETA,ACTL6A (copy)
ACTL6A,hsa:86,Arp4,ACTL6A (copy)
ACTL6A,hsa:86,BAF53A,ACTL6A (copy)
ACTL6A,hsa:86,INO80K,ACTL6A (copy)
ACTL6A,hsa:86,SMARCN1,ACTL6A (copy)
ACTL6A,hsa:86,actin like 6A,ACTL6A (copy)
KDM3B,hsa:51780,5qNCA,KDM3B (copy)
KDM3B,hsa:51780,C5orf7,KDM3B (copy)
KDM3B,hsa:51780,DIJOS,KDM3B (copy)
KDM3B,hsa:51780,JMJD1B,KDM3B (copy)
KDM3B,hsa:51780,NET22,KDM3B (copy)
KDM3B,hsa:51780,lysine demethylase 3B,KDM3B (copy)
KDM3A,hsa:55818,JHDM2A,KDM3A (copy)
KDM3A,hsa:55818,JHMD2A,KDM3A (copy)
KDM3A,hsa:55818,JMJD1,KDM3A (copy)
KDM3A,hsa:55818,JMJD1A,KDM3A (copy)
KDM3A,hsa:55818,TSGA,KDM3A (copy)
KDM3A,hsa:55818,lysine demethylase 3A,KDM3A (copy)
ZNF516,hsa:9658,HsT287,ZNF516 (copy)
ZNF516,hsa:9658,zinc finger protein 516,ZNF516 (copy)
KDM1A,hsa:23028,AOF2,KDM1A (copy)
KDM1A,hsa:23028,BHC110,KDM1A (copy)
KDM1A,hsa:23028,CPRF,KDM1A (copy)
KDM1A,hsa:23028,KDM1,KDM1A (copy)
KDM1A,hsa:23028,LSD1,KDM1A (copy)
KDM1A,hsa:23028,lysine demethylase 1A,KDM1A (copy)
SYT1,hsa:6857,BAGOS,SYT1 (copy)
SYT1,hsa:6857,P65,SYT1 (copy)
SYT1,hsa:6857,SVP65,SYT1 (copy)
SYT1,hsa:6857,SYT,SYT1 (copy)
SYT1,hsa:6857,synaptotagmin 1,SYT1 (copy)
VAMP2,hsa:6844,NEDHAHM,VAMP2 (copy)
VAMP2,hsa:6844,SYB2,VAMP2 (copy)
VAMP2,hsa:6844,VAMP-2,VAMP2 (copy)
VAMP2,hsa:6844,vesicle associated membrane protein 2,VAMP2 (copy)
STX1B,hsa:112755,GEFSP9,STX1B (copy)
STX1B,hsa:112755,STX1B1,STX1B (copy)
STX1B,hsa:112755,STX1B2,STX1B (copy)
STX1B,hsa:112755,syntaxin 1B,STX1B (copy)
STX2,hsa:2054,EPIM,STX2 (copy)
STX2,hsa:2054,EPM,STX2 (copy)
STX2,hsa:2054,STX2A,STX2 (copy)
STX2,hsa:2054,STX2B,STX2 (copy)
STX2,hsa:2054,STX2C,STX2 (copy)
STX2,hsa:2054,syntaxin 2,STX2 (copy)
SNAP25,hsa:6616,CMS18,SNAP25 (copy)
SNAP25,hsa:6616,RIC-4,SNAP25 (copy)
SNAP25,hsa:6616,RIC4,SNAP25 (copy)
SNAP25,hsa:6616,SEC9,SNAP25 (copy)
SNAP25,hsa:6616,SNAP,SNAP25 (copy)
SNAP25,hsa:6616,SNAP-25,SNAP25 (copy)
SNAP25,hsa:6616,SUP,SNAP25 (copy)
SNAP25,hsa:6616,bA416N4.2,SNAP25 (copy)
SNAP25,hsa:6616,dJ1068F16.2,SNAP25 (copy)
SNAP25,hsa:6616,synaptosome associated protein 25,SNAP25 (copy)
STX1A,hsa:6804,HPC-1,STX1A (copy)
STX1A,hsa:6804,P35-1,STX1A (copy)
STX1A,hsa:6804,STX1,STX1A (copy)
STX1A,hsa:6804,SYN1A,STX1A (copy)
STX1A,hsa:6804,syntaxin 1A,STX1A (copy)
STX3,hsa:6809,DIAR12,STX3 (copy)
STX3,hsa:6809,MVID2,STX3 (copy)
STX3,hsa:6809,RDMVID,STX3 (copy)
STX3,hsa:6809,STX3A,STX3 (copy)
STX3,hsa:6809,syntaxin 3,STX3 (copy)
RAB3A,hsa:5864,member RAS oncogene family,RAB3A (copy)
RIMS1,hsa:22999,CORD7,RIMS1 (copy)
RIMS1,hsa:22999,RAB3IP2,RIMS1 (copy)
RIMS1,hsa:22999,RIM,RIMS1 (copy)
RIMS1,hsa:22999,RIM1,RIMS1 (copy)
RIMS1,hsa:22999,regulating synaptic membrane exocytosis 1,RIMS1 (copy)
STXBP1,hsa:6812,DEE4,STXBP1 (copy)
STXBP1,hsa:6812,MUNC18-1,STXBP1 (copy)
STXBP1,hsa:6812,N-Sec1,STXBP1 (copy)
STXBP1,hsa:6812,NSEC1,STXBP1 (copy)
STXBP1,hsa:6812,P67,STXBP1 (copy)
STXBP1,hsa:6812,RBSEC1,STXBP1 (copy)
STXBP1,hsa:6812,UNC18,STXBP1 (copy)
STXBP1,hsa:6812,unc-18A,STXBP1 (copy)
STXBP1,hsa:6812,unc18-1,STXBP1 (copy)
STXBP1,hsa:6812,syntaxin binding protein 1,STXBP1 (copy)
CLTA,hsa:1211,LCA,CLTA (copy)
CLTA,hsa:1211,clathrin light chain A,CLTA (copy)
AP2M1,hsa:1173,AP50,AP2M1 (copy)
AP2M1,hsa:1173,CLAPM1,AP2M1 (copy)
AP2M1,hsa:1173,MRD60,AP2M1 (copy)
AP2M1,hsa:1173,mu2,AP2M1 (copy)
AP2M1,hsa:1173,adaptor related protein complex 2 subunit mu 1,AP2M1 (copy)
CLTB,hsa:1212,LCB,CLTB (copy)
CLTB,hsa:1212,clathrin light chain B,CLTB (copy)
CLTC,hsa:1213,CHC,CLTC (copy)
CLTC,hsa:1213,CHC17,CLTC (copy)
CLTC,hsa:1213,CLH-17,CLTC (copy)
CLTC,hsa:1213,CLTCL2,CLTC (copy)
CLTC,hsa:1213,Hc,CLTC (copy)
CLTC,hsa:1213,MRD56,CLTC (copy)
CLTC,hsa:1213,clathrin heavy chain,CLTC (copy)
CLTCL1,hsa:8218,CHC22,CLTCL1 (copy)
CLTCL1,hsa:8218,CLH22,CLTCL1 (copy)
CLTCL1,hsa:8218,CLTCL,CLTCL1 (copy)
CLTCL1,hsa:8218,CLTD,CLTCL1 (copy)
CLTCL1,hsa:8218,clathrin heavy chain like 1,CLTCL1 (copy)
KIDINS220,hsa:57498,ARMS,KIDINS220 (copy)
KIDINS220,hsa:57498,SINO,KIDINS220 (copy)
KIDINS220,hsa:57498,VENARG,KIDINS220 (copy)
KIDINS220,hsa:57498,kinase D interacting substrate 220,KIDINS220 (copy)
SH2B2,hsa:10603,APS,SH2B2 (copy)
SH2B2,hsa:10603,SH2B adaptor protein 2,SH2B2 (copy)
SH2B3,hsa:10019,IDDM20,SH2B3 (copy)
SH2B3,hsa:10019,LNK,SH2B3 (copy)
SH2B3,hsa:10019,SH2B adaptor protein 3,SH2B3 (copy)
SH2B1,hsa:25970,PSM,SH2B1 (copy)
SH2B1,hsa:25970,SH2B,SH2B1 (copy)
SH2B1,hsa:25970,SH2B adaptor protein 1,SH2B1 (copy)
MAP3K3,hsa:4215,MAPKKK3,MAP3K3 (copy)
MAP3K3,hsa:4215,MEKK3,MAP3K3 (copy)
MAP3K3,hsa:4215,mitogen-activated protein kinase kinase kinase 3,MAP3K3 (copy)
ARHGDIA,hsa:396,GDIA1,ARHGDIA (copy)
ARHGDIA,hsa:396,HEL-S-47e,ARHGDIA (copy)
ARHGDIA,hsa:396,NPHS8,ARHGDIA (copy)
ARHGDIA,hsa:396,RHOGDI,ARHGDIA (copy)
ARHGDIA,hsa:396,RHOGDI-1,ARHGDIA (copy)
ARHGDIA,hsa:396,Rho GDP dissociation inhibitor alpha,ARHGDIA (copy)
ARHGDIB,hsa:397,D4,ARHGDIB (copy)
ARHGDIB,hsa:397,GDIA2,ARHGDIB (copy)
ARHGDIB,hsa:397,GDID4,ARHGDIB (copy)
ARHGDIB,hsa:397,LYGDI,ARHGDIB (copy)
ARHGDIB,hsa:397,Ly-GDI,ARHGDIB (copy)
ARHGDIB,hsa:397,RAP1GN1,ARHGDIB (copy)
ARHGDIB,hsa:397,RhoGDI2,ARHGDIB (copy)
ARHGDIB,hsa:397,Rho GDP dissociation inhibitor beta,ARHGDIB (copy)
ARHGDIG,hsa:398,RHOGDI-3,ARHGDIG (copy)
ARHGDIG,hsa:398,Rho GDP dissociation inhibitor gamma,ARHGDIG (copy)
ZNF274,hsa:10782,HFB101,ZNF274 (copy)
ZNF274,hsa:10782,ZF2,ZNF274 (copy)
ZNF274,hsa:10782,ZKSCAN19,ZNF274 (copy)
ZNF274,hsa:10782,ZSCAN51,ZNF274 (copy)
ZNF274,hsa:10782,zinc finger protein 274,ZNF274 (copy)
TP73,hsa:7161,CILD47,TP73 (copy)
TP73,hsa:7161,P73,TP73 (copy)
TP73,hsa:7161,tumor protein p73,TP73 (copy)
BEX3,hsa:27018,Bex,BEX3 (copy)
BEX3,hsa:27018,DXS6984E,BEX3 (copy)
BEX3,hsa:27018,HGR74,BEX3 (copy)
BEX3,hsa:27018,NADE,BEX3 (copy)
BEX3,hsa:27018,NGFRAP1,BEX3 (copy)
BEX3,hsa:27018,brain expressed X-linked 3,BEX3 (copy)
DLG4,hsa:1742,MRD62,DLG4 (copy)
DLG4,hsa:1742,PSD95,DLG4 (copy)
DLG4,hsa:1742,SAP-90,DLG4 (copy)
DLG4,hsa:1742,SAP90,DLG4 (copy)
DLG4,hsa:1742,discs large MAGUK scaffold protein 4,DLG4 (copy)
DLGAP1,hsa:9229,DAP-1,DLGAP1 (copy)
DLGAP1,hsa:9229,DAP-1-ALPHA,DLGAP1 (copy)
DLGAP1,hsa:9229,DAP-1-BETA,DLGAP1 (copy)
DLGAP1,hsa:9229,DAP1,DLGAP1 (copy)
DLGAP1,hsa:9229,DLGAP1A,DLGAP1 (copy)
DLGAP1,hsa:9229,DLGAP1B,DLGAP1 (copy)
DLGAP1,hsa:9229,GKAP,DLGAP1 (copy)
DLGAP1,hsa:9229,SAPAP1,DLGAP1 (copy)
DLGAP1,hsa:9229,DLG associated protein 1,DLGAP1 (copy)
SHANK2,hsa:22941,AUTS17,SHANK2 (copy)
SHANK2,hsa:22941,CORTBP1,SHANK2 (copy)
SHANK2,hsa:22941,CTTNBP1,SHANK2 (copy)
SHANK2,hsa:22941,ProSAP1,SHANK2 (copy)
SHANK2,hsa:22941,SHANK,SHANK2 (copy)
SHANK2,hsa:22941,SPANK-3,SHANK2 (copy)
SHANK2,hsa:22941,SH3 and multiple ankyrin repeat domains 2,SHANK2 (copy)
SHANK1,hsa:50944,SPANK-1,SHANK1 (copy)
SHANK1,hsa:50944,SSTRIP,SHANK1 (copy)
SHANK1,hsa:50944,synamon,SHANK1 (copy)
SHANK1,hsa:50944,SH3 and multiple ankyrin repeat domains 1,SHANK1 (copy)
SHANK3,hsa:85358,DEL22q13.3,SHANK3 (copy)
SHANK3,hsa:85358,PROSAP2,SHANK3 (copy)
SHANK3,hsa:85358,PSAP2,SHANK3 (copy)
SHANK3,hsa:85358,SCZD15,SHANK3 (copy)
SHANK3,hsa:85358,SPANK-2,SHANK3 (copy)
SHANK3,hsa:85358,SH3 and multiple ankyrin repeat domains 3,SHANK3 (copy)
HTR3D,hsa:200909,5HT3D,HTR3D (copy)
HTR3D,hsa:200909,5-hydroxytryptamine receptor 3D,HTR3D (copy)
HTR3E,hsa:285242,5-HT3-E,HTR3E (copy)
HTR3E,hsa:285242,5-HT3E,HTR3E (copy)
HTR3E,hsa:285242,5-HT3c1,HTR3E (copy)
HTR3E,hsa:285242,5-hydroxytryptamine receptor 3E,HTR3E (copy)
HTR3A,hsa:3359,5-HT-3,HTR3A (copy)
HTR3A,hsa:3359,5-HT3A,HTR3A (copy)
HTR3A,hsa:3359,5-HT3R,HTR3A (copy)
HTR3A,hsa:3359,5HT3R,HTR3A (copy)
HTR3A,hsa:3359,HTR3,HTR3A (copy)
HTR3A,hsa:3359,5-hydroxytryptamine receptor 3A,HTR3A (copy)
HTR3B,hsa:9177,5-HT3B,HTR3B (copy)
HTR3B,hsa:9177,5-hydroxytryptamine receptor 3B,HTR3B (copy)
HAP1,hsa:9001,HAP2,HAP1 (copy)
HAP1,hsa:9001,HIP5,HAP1 (copy)
HAP1,hsa:9001,HLP,HAP1 (copy)
HAP1,hsa:9001,hHLP1,HAP1 (copy)
HAP1,hsa:9001,huntingtin associated protein 1,HAP1 (copy)
NSF,hsa:4905,DEE96,NSF (copy)
NSF,hsa:4905,SEC18,NSF (copy)
NSF,hsa:4905,SKD2,NSF (copy)
NSF,hsa:4905,N-ethylmaleimide sensitive factor,NSF (copy)
NSF,hsa:4905,vesicle fusing ATPase,NSF (copy)
TRAK2,hsa:66008,ALS2CR3,TRAK2 (copy)
TRAK2,hsa:66008,CALS-C,TRAK2 (copy)
TRAK2,hsa:66008,GRIF-1,TRAK2 (copy)
TRAK2,hsa:66008,GRIF1,TRAK2 (copy)
TRAK2,hsa:66008,MILT2,TRAK2 (copy)
TRAK2,hsa:66008,OIP98,TRAK2 (copy)
TRAK2,hsa:66008,trafficking kinesin protein 2,TRAK2 (copy)
PLCL1,hsa:5334,PLCE,PLCL1 (copy)
PLCL1,hsa:5334,PLCL,PLCL1 (copy)
PLCL1,hsa:5334,PLDL1,PLCL1 (copy)
PLCL1,hsa:5334,PPP1R127,PLCL1 (copy)
PLCL1,hsa:5334,PRIP,PLCL1 (copy)
PLCL1,hsa:5334,phospholipase C like 1 (inactive),PLCL1 (copy)
SCN1A,hsa:6323,DEE6,SCN1A (copy)
SCN1A,hsa:6323,DEE6A,SCN1A (copy)
SCN1A,hsa:6323,DEE6B,SCN1A (copy)
SCN1A,hsa:6323,DRVT,SCN1A (copy)
SCN1A,hsa:6323,EIEE6,SCN1A (copy)
SCN1A,hsa:6323,FEB3,SCN1A (copy)
SCN1A,hsa:6323,FEB3A,SCN1A (copy)
SCN1A,hsa:6323,FHM3,SCN1A (copy)
SCN1A,hsa:6323,GEFSP2,SCN1A (copy)
SCN1A,hsa:6323,HBSCI,SCN1A (copy)
SCN1A,hsa:6323,NAC1,SCN1A (copy)
SCN1A,hsa:6323,Nav1.1,SCN1A (copy)
SCN1A,hsa:6323,SCN1,SCN1A (copy)
SCN1A,hsa:6323,SMEI,SCN1A (copy)
SCN1A,hsa:6323,sodium voltage-gated channel alpha subunit 1,SCN1A (copy)
GNAZ,hsa:2781,HG1H,GNAZ (copy)
GNAZ,hsa:2781,gz-alpha,GNAZ (copy)
GNAZ,hsa:2781,G protein subunit alpha z,GNAZ (copy)
PPP1R17,hsa:10842,C7orf16,PPP1R17 (copy)
PPP1R17,hsa:10842,GSBS,PPP1R17 (copy)
PPP1R17,hsa:10842,protein phosphatase 1 regulatory subunit 17,PPP1R17 (copy)
OR5I1,hsa:10798,HSOlf1,OR5I1 (copy)
OR5I1,hsa:10798,OLF1,OR5I1 (copy)
OR5I1,hsa:10798,olfactory receptor family 5 subfamily I member 1,OR5I1 (copy)
OR52J3,hsa:119679,OR11-32,OR52J3 (copy)
OR52J3,hsa:119679,olfactory receptor family 52 subfamily J member 3,OR52J3 (copy)
OR51L1,hsa:119682,OR11-31,OR51L1 (copy)
OR51L1,hsa:119682,olfactory receptor family 51 subfamily L member 1,OR51L1 (copy)
OR51A7,hsa:119687,OR11-27,OR51A7 (copy)
OR51A7,hsa:119687,olfactory receptor family 51 subfamily A member 7,OR51A7 (copy)
OR51S1,hsa:119692,OR11-24,OR51S1 (copy)
OR51S1,hsa:119692,olfactory receptor family 51 subfamily S member 1,OR51S1 (copy)
OR51F2,hsa:119694,OR11-23,OR51F2 (copy)
OR51F2,hsa:119694,olfactory receptor family 51 subfamily F member 2,OR51F2 (copy)
OR52R1,hsa:119695,OR11-22,OR52R1 (copy)
OR52R1,hsa:119695,olfactory receptor family 52 subfamily R member 1,OR52R1 (copy)
OR4X2,hsa:119764,OR11-105,OR4X2 (copy)
OR4X2,hsa:119764,olfactory receptor family 4 subfamily X member 2,OR4X2 (copy)
OR4B1,hsa:119765,OR11-106,OR4B1 (copy)
OR4B1,hsa:119765,OST208,OR4B1 (copy)
OR4B1,hsa:119765,olfactory receptor family 4 subfamily B member 1,OR4B1 (copy)
OR52M1,hsa:119772,OR11-11,OR52M1 (copy)
OR52M1,hsa:119772,OR52M1P,OR52M1 (copy)
OR52M1,hsa:119772,OR52M3P,OR52M1 (copy)
OR52M1,hsa:119772,olfactory receptor family 52 subfamily M member 1,OR52M1 (copy)
OR52K2,hsa:119774,OR11-7,OR52K2 (copy)
OR52K2,hsa:119774,olfactory receptor family 52 subfamily K member 2,OR52K2 (copy)
OR5P2,hsa:120065,JCG3,OR5P2 (copy)
OR5P2,hsa:120065,JCG4,OR5P2 (copy)
OR5P2,hsa:120065,olfactory receptor family 5 subfamily P member 2,OR5P2 (copy)
OR5P3,hsa:120066,JCG1,OR5P3 (copy)
OR5P3,hsa:120066,olfactory receptor family 5 subfamily P member 3,OR5P3 (copy)
OR8I2,hsa:120586,OR11-170,OR8I2 (copy)
OR8I2,hsa:120586,olfactory receptor family 8 subfamily I member 2,OR8I2 (copy)
OR2D3,hsa:120775,OR11-89,OR2D3 (copy)
OR2D3,hsa:120775,olfactory receptor family 2 subfamily D member 3,OR2D3 (copy)
OR2D2,hsa:120776,OR11-610,OR2D2 (copy)
OR2D2,hsa:120776,OR2D1,OR2D2 (copy)
OR2D2,hsa:120776,hg27,OR2D2 (copy)
OR2D2,hsa:120776,olfactory receptor family 2 subfamily D member 2,OR2D2 (copy)
OR52W1,hsa:120787,OR11-71,OR52W1 (copy)
OR52W1,hsa:120787,OR52W1P,OR52W1 (copy)
OR52W1,hsa:120787,olfactory receptor family 52 subfamily W member 1,OR52W1 (copy)
OR56A4,hsa:120793,OR11-49,OR56A4 (copy)
OR56A4,hsa:120793,olfactory receptor family 56 subfamily A member 4,OR56A4 (copy)
OR56A1,hsa:120796,OR11-75,OR56A1 (copy)
OR56A1,hsa:120796,olfactory receptor family 56 subfamily A member 1,OR56A1 (copy)
OR2AP1,hsa:121129,OR2AP1P,OR2AP1 (copy)
OR2AP1,hsa:121129,olfactory receptor family 2 subfamily AP member 1,OR2AP1 (copy)
OR10P1,hsa:121130,OR10P1P,OR10P1 (copy)
OR10P1,hsa:121130,OR10P2P,OR10P1 (copy)
OR10P1,hsa:121130,OR10P3P,OR10P1 (copy)
OR10P1,hsa:121130,OR12-7,OR10P1 (copy)
OR10P1,hsa:121130,OST701,OR10P1 (copy)
OR10P1,hsa:121130,olfactory receptor family 10 subfamily P member 1,OR10P1 (copy)
OR10AD1,hsa:121275,OR10AD1P,OR10AD1 (copy)
OR10AD1,hsa:121275,OR12-1,OR10AD1 (copy)
OR10AD1,hsa:121275,olfactory receptor family 10 subfamily AD member 1,OR10AD1 (copy)
OR10A7,hsa:121364,OR12-6,OR10A7 (copy)
OR10A7,hsa:121364,olfactory receptor family 10 subfamily A member 7,OR10A7 (copy)
OR4K14,hsa:122740,OR14-18,OR4K14 (copy)
OR4K14,hsa:122740,OR14-22,OR4K14 (copy)
OR4K14,hsa:122740,olfactory receptor family 4 subfamily K member 14,OR4K14 (copy)
OR4L1,hsa:122742,OR14-28,OR4L1 (copy)
OR4L1,hsa:122742,OR4L2P,OR4L1 (copy)
OR4L1,hsa:122742,olfactory receptor family 4 subfamily L member 1,OR4L1 (copy)
OR4D2,hsa:124538,BC2009,OR4D2 (copy)
OR4D2,hsa:124538,OR17-24,OR4D2 (copy)
OR4D2,hsa:124538,olfactory receptor family 4 subfamily D member 2,OR4D2 (copy)
OR7D4,hsa:125958,OR19-7,OR7D4 (copy)
OR7D4,hsa:125958,OR19-B,OR7D4 (copy)
OR7D4,hsa:125958,OR19B,OR7D4 (copy)
OR7D4,hsa:125958,OR7D4P,OR7D4 (copy)
OR7D4,hsa:125958,hg105,OR7D4 (copy)
OR7D4,hsa:125958,olfactory receptor family 7 subfamily D member 4,OR7D4 (copy)
OR7G1,hsa:125962,OR19-15,OR7G1 (copy)
OR7G1,hsa:125962,OR19-8,OR7G1 (copy)
OR7G1,hsa:125962,OR7G1P,OR7G1 (copy)
OR7G1,hsa:125962,olfactory receptor family 7 subfamily G member 1,OR7G1 (copy)
OR1M1,hsa:125963,OR19-5,OR1M1 (copy)
OR1M1,hsa:125963,OR19-6,OR1M1 (copy)
OR1M1,hsa:125963,olfactory receptor family 1 subfamily M member 1,OR1M1 (copy)
OR1I1,hsa:126370,OR19-20,OR1I1 (copy)
OR1I1,hsa:126370,OR1I1P,OR1I1 (copy)
OR1I1,hsa:126370,OR1I1Q,OR1I1 (copy)
OR1I1,hsa:126370,olfactory receptor family 1 subfamily I member 1,OR1I1 (copy)
OR10H4,hsa:126541,OR19-28,OR10H4 (copy)
OR10H4,hsa:126541,olfactory receptor family 10 subfamily H member 4,OR10H4 (copy)
OR2M5,hsa:127059,OR2M5P,OR2M5 (copy)
OR2M5,hsa:127059,olfactory receptor family 2 subfamily M member 5,OR2M5 (copy)
OR2M3,hsa:127062,OR1-54,OR2M3 (copy)
OR2M3,hsa:127062,OR2M3P,OR2M3 (copy)
OR2M3,hsa:127062,OR2M6,OR2M3 (copy)
OR2M3,hsa:127062,OST003,OR2M3 (copy)
OR2M3,hsa:127062,olfactory receptor family 2 subfamily M member 3,OR2M3 (copy)
OR2T12,hsa:127064,OR1-57,OR2T12 (copy)
OR2T12,hsa:127064,olfactory receptor family 2 subfamily T member 12,OR2T12 (copy)
OR14C36,hsa:127066,OR5BF1,OR14C36 (copy)
OR14C36,hsa:127066,olfactory receptor family 14 subfamily C member 36,OR14C36 (copy)
OR2T10,hsa:127069,OR1-64,OR2T10 (copy)
OR2T10,hsa:127069,olfactory receptor family 2 subfamily T member 10,OR2T10 (copy)
OR2T4,hsa:127074,OR1-60,OR2T4 (copy)
OR2T4,hsa:127074,OR2T4Q,OR2T4 (copy)
OR2T4,hsa:127074,olfactory receptor family 2 subfamily T member 4,OR2T4 (copy)
OR2T11,hsa:127077,OR2T11Q,OR2T11 (copy)
OR2T11,hsa:127077,olfactory receptor family 2 subfamily T member 11,OR2T11 (copy)
OR10J5,hsa:127385,MOR23,OR10J5 (copy)
OR10J5,hsa:127385,OLFR16,OR10J5 (copy)
OR10J5,hsa:127385,OR1-28,OR10J5 (copy)
OR10J5,hsa:127385,olfactory receptor family 10 subfamily J member 5,OR10J5 (copy)
OR2AJ1,hsa:127608,OR2AJ1P,OR2AJ1 (copy)
OR2AJ1,hsa:127608,OR2AJ1Q,OR2AJ1 (copy)
OR2AJ1,hsa:127608,olfactory receptor family 2 subfamily AJ member 1,OR2AJ1 (copy)
OR10T2,hsa:128360,OR1-3,OR10T2 (copy)
OR10T2,hsa:128360,olfactory receptor family 10 subfamily T member 2,OR10T2 (copy)
OR10X1,hsa:128367,OR1-13,OR10X1 (copy)
OR10X1,hsa:128367,OR1-14,OR10X1 (copy)
OR10X1,hsa:128367,OR10X1P,OR10X1 (copy)
OR10X1,hsa:128367,olfactory receptor family 10 subfamily X member 1,OR10X1 (copy)
OR10Z1,hsa:128368,OR1-15,OR10Z1 (copy)
OR10Z1,hsa:128368,olfactory receptor family 10 subfamily Z member 1,OR10Z1 (copy)
OR6K6,hsa:128371,OR1-21,OR6K6 (copy)
OR6K6,hsa:128371,olfactory receptor family 6 subfamily K member 6,OR6K6 (copy)
OR6N1,hsa:128372,OR1-22,OR6N1 (copy)
OR6N1,hsa:128372,olfactory receptor family 6 subfamily N member 1,OR6N1 (copy)
OR2Y1,hsa:134083,OR5-2,OR2Y1 (copy)
OR2Y1,hsa:134083,olfactory receptor family 2 subfamily Y member 1,OR2Y1 (copy)
OR2A14,hsa:135941,OR2A14P,OR2A14 (copy)
OR2A14,hsa:135941,OR2A6,OR2A14 (copy)
OR2A14,hsa:135941,OST182,OR2A14 (copy)
OR2A14,hsa:135941,olfactory receptor family 2 subfamily A member 14,OR2A14 (copy)
OR6B1,hsa:135946,OR7-3,OR6B1 (copy)
OR6B1,hsa:135946,OR7-9,OR6B1 (copy)
OR6B1,hsa:135946,olfactory receptor family 6 subfamily B member 1,OR6B1 (copy)
OR2F2,hsa:135948,OR7-1,OR2F2 (copy)
OR2F2,hsa:135948,olfactory receptor family 2 subfamily F member 2,OR2F2 (copy)
OR13C5,hsa:138799,OR9-11,OR13C5 (copy)
OR13C5,hsa:138799,olfactory receptor family 13 subfamily C member 5,OR13C5 (copy)
OR13C8,hsa:138802,OR37H,OR13C8 (copy)
