Entry,Entry_Name,Gene_Names,Protein_names,Gene_Names_synonym,gene_id,HGNC_name,HGNC_prev_name,HGNC_alias_name,HGNC_alias_symbol,NCBI_nomenclaturename,NCBI_otheraliases,Gene_name(primary)
Q8NGX6,O10R2_HUMAN,OR10R2,Olfactory receptor 10R2; Olfactory receptor OR1-8,,343406,olfactory receptor family 10 subfamily R member 2,olfactory receptor; family 10; subfamily R; member 2,,OR10R2Q,olfactory receptor family 10 subfamily R member 2,OR1-8; OR10R2Q,OR10R2
Q8NGX8,OR6Y1_HUMAN,OR6Y1; OR6Y2,Olfactory receptor 6Y1; Olfactory receptor 6Y2; Olfactory receptor OR1-11,OR6Y2,391112,olfactory receptor family 6 subfamily Y member 1,olfactory receptor; family 6; subfamily Y; member 1,,,olfactory receptor family 6 subfamily Y member 1,OR1-11; OR6Y2,OR6Y1
Q8NGX9,OR6P1_HUMAN,OR6P1,Olfactory receptor 6P1; Olfactory receptor OR1-12,,128366,olfactory receptor family 6 subfamily P member 1,olfactory receptor; family 6; subfamily P; member 1,,,olfactory receptor family 6 subfamily P member 1,,OR6P1
Q8NGY1,O10Z1_HUMAN,OR10Z1,Olfactory receptor 10Z1; Olfactory receptor OR1-15,,128368,olfactory receptor family 10 subfamily Z member 1,olfactory receptor; family 10; subfamily Z; member 1,,,olfactory receptor family 10 subfamily Z member 1,OR1-15,OR10Z1
Q8NGY2,OR6K2_HUMAN,OR6K2,Olfactory receptor 6K2; Olfactory receptor OR1-17,,81448,olfactory receptor family 6 subfamily K member 2,olfactory receptor; family 6; subfamily K; member 2,,,olfactory receptor family 6 subfamily K member 2,OR1-17,OR6K2
Q8NGY5,OR6N1_HUMAN,OR6N1,Olfactory receptor 6N1,,128372,olfactory receptor family 6 subfamily N member 1,olfactory receptor; family 6; subfamily N; member 1,,,olfactory receptor family 6 subfamily N member 1,OR1-22,OR6N1
Q8NGY6,OR6N2_HUMAN,OR6N2,Olfactory receptor 6N2; Olfactory receptor OR1-23,,81442,olfactory receptor family 6 subfamily N member 2,olfactory receptor; family 6; subfamily N; member 2,,,olfactory receptor family 6 subfamily N member 2,OR1-23,OR6N2
Q8NGY9,OR2L8_HUMAN,OR2L8,Olfactory receptor 2L8; Olfactory receptor OR1-46,,391190,olfactory receptor family 2 subfamily L member 8,olfactory receptor; family 2; subfamily L; member 8; olfactory receptor; family 2; subfamily L; member 8 (gene/pseudogene); olfactory receptor family 2 subfamily L member 8 (gene/pseudogene),,,olfactory receptor family 2 subfamily L member 8,,OR2L8
Q8NGZ3,O13G1_HUMAN,OR13G1,Olfactory receptor 13G1; Olfactory receptor OR1-37,,441933,olfactory receptor family 13 subfamily G member 1,olfactory receptor; family 13; subfamily G; member 1,,,olfactory receptor family 13 subfamily G member 1,OR1-37,OR13G1
Q8NGZ4,OR2G3_HUMAN,OR2G3,Olfactory receptor 2G3; Olfactory receptor OR1-33,,81469,olfactory receptor family 2 subfamily G member 3,olfactory receptor; family 2; subfamily G; member 3,,,olfactory receptor family 2 subfamily G member 3,OR1-33,OR2G3
Q8NGZ5,OR2G2_HUMAN,OR2G2,Olfactory receptor 2G2; Olfactory receptor OR1-32,,81470,olfactory receptor family 2 subfamily G member 2,olfactory receptor; family 2; subfamily G; member 2 pseudogene; olfactory receptor; family 2; subfamily G; member 2,,,olfactory receptor family 2 subfamily G member 2,OR1-32,OR2G2
Q8NGZ6,OR6F1_HUMAN,OR6F1,Olfactory receptor 6F1; Olfactory receptor OR1-38,,343169,olfactory receptor family 6 subfamily F member 1,olfactory receptor; family 6; subfamily F; member 1,,OST731,olfactory receptor family 6 subfamily F member 1,OR1-34; OR1-38; OST731,OR6F1
Q8NGZ9,O2T10_HUMAN,OR2T10,Olfactory receptor 2T10; Olfactory receptor OR1-64,,127069,olfactory receptor family 2 subfamily T member 10,olfactory receptor; family 2; subfamily T; member 10,,,olfactory receptor family 2 subfamily T member 10,OR1-64,OR2T10
Q8NH00,OR2T4_HUMAN,OR2T4,Olfactory receptor 2T4; Olfactory receptor OR1-60,,127074,olfactory receptor family 2 subfamily T member 4,olfactory receptor; family 2; subfamily T; member 4,,OR2T4Q,olfactory receptor family 2 subfamily T member 4,OR1-60; OR2T4Q,OR2T4
Q8NH01,O2T11_HUMAN,OR2T11,Olfactory receptor 2T11; Olfactory receptor OR1-65,,127077,olfactory receptor family 2 subfamily T member 11,olfactory receptor; family 2; subfamily T; member 11; olfactory receptor; family 2; subfamily T; member 11 (gene/pseudogene); olfactory receptor family 2 subfamily T member 11 (gene/pseudogene),,OR2T11Q,olfactory receptor family 2 subfamily T member 11,OR2T11Q,OR2T11
Q8NH02,O2T29_HUMAN,OR2T29,Olfactory receptor 2T29,,343563,olfactory receptor family 2 subfamily T member 29,olfactory receptor; family 2; subfamily T; member 29,,,olfactory receptor family 2 subfamily T member 29,,OR2T29
Q8NH03,OR2T3_HUMAN,OR2T3,Olfactory receptor 2T3,,343173,olfactory receptor family 2 subfamily T member 3,olfactory receptor; family 2; subfamily T; member 3,,,olfactory receptor family 2 subfamily T member 3,,OR2T3
Q8NH04,O2T27_HUMAN,OR2T27,Olfactory receptor 2T27; Olfactory receptor OR1-67,,403239,olfactory receptor family 2 subfamily T member 27,olfactory receptor; family 2; subfamily T; member 27,,,olfactory receptor family 2 subfamily T member 27,,OR2T27
Q8NH05,OR4Q3_HUMAN,OR4Q3; C14orf13; OR4Q4,Olfactory receptor 4Q3; Olfactory receptor 4Q4; Olfactory receptor OR14-3,C14orf13; OR4Q4,441669,olfactory receptor family 4 subfamily Q member 3,olfactory receptor; family 4; subfamily Q; member 3,,C14orf13,olfactory receptor family 4 subfamily Q member 3,C14orf13; HSA6; OR14-3; OR4Q4; c14_5008,OR4Q3
Q8NH07,O11H2_HUMAN,OR11H2; C14orf15; OR11H2P,Olfactory receptor 11H2; Olfactory receptor OR14-1,C14orf15; OR11H2P,79334,olfactory receptor family 11 subfamily H member 2,olfactory receptor; family 11; subfamily H; member 8 pseudogene; olfactory receptor; family 11; subfamily H; member 2,,,olfactory receptor family 11 subfamily H member 2,C14orf15; OR11H13; OR11H2P; OR11H8P,OR11H2
Q8NH16,OR2L2_HUMAN,OR2L2; OR2L12; OR2L4P,Olfactory receptor 2L2; HTPCRH07; Olfactory receptor 2L12; Olfactory receptor 2L4,OR2L12; OR2L4P,26246,olfactory receptor family 2 subfamily L member 2,olfactory receptor; family 2; subfamily L; member 2,,HTPCRH07; HSHTPCRH07,olfactory receptor family 2 subfamily L member 2,HSHTPCRH07; HTPCRH07; OR1-48; OR2L12; OR2L4P,OR2L2
Q8NH18,OR5J2_HUMAN,OR5J2,Olfactory receptor 5J2; Olfactory receptor OR11-266,,282775,olfactory receptor family 5 subfamily J member 2,olfactory receptor; family 5; subfamily J; member 2,,,olfactory receptor family 5 subfamily J member 2,OR11-266,OR5J2
Q8NH37,OR4C3_HUMAN,OR4C3,Olfactory receptor 4C3; Olfactory receptor OR11-98,,256144,olfactory receptor family 4 subfamily C member 3,olfactory receptor; family 4; subfamily C; member 3,,,olfactory receptor family 4 subfamily C member 3,OR11-98,OR4C3
Q8NH40,OR6S1_HUMAN,OR6S1,Olfactory receptor 6S1; Olfactory receptor OR14-37,,341799,olfactory receptor family 6 subfamily S member 1,olfactory receptor; family 6; subfamily S; member 1,,OR6S1Q,olfactory receptor family 6 subfamily S member 1,OR14-37; OR6S1Q,OR6S1
Q8NH41,OR4KF_HUMAN,OR4K15,Olfactory receptor 4K15; Olfactory receptor OR14-20,,81127,olfactory receptor family 4 subfamily K member 15,olfactory receptor; family 4; subfamily K; member 15,,OR4K15Q,olfactory receptor family 4 subfamily K member 15,OR14-20; OR4K15Q,OR4K15
Q8NH42,OR4KD_HUMAN,OR4K13,Olfactory receptor 4K13; Olfactory receptor OR14-27,,390433,olfactory receptor family 4 subfamily K member 13,olfactory receptor; family 4; subfamily K; member 13,,,olfactory receptor family 4 subfamily K member 13,OR14-27,OR4K13
Q8NH49,OR4X1_HUMAN,OR4X1,Olfactory receptor 4X1; Olfactory receptor OR11-104,,390113,olfactory receptor family 4 subfamily X member 1,olfactory receptor; family 4; subfamily X; member 1; olfactory receptor; family 4; subfamily X; member 1 (gene/pseudogene); olfactory receptor family 4 subfamily X member 1 (gene/pseudogene),,,olfactory receptor family 4 subfamily X member 1,OR11-104,OR4X1
Q8NH50,OR8K5_HUMAN,OR8K5,Olfactory receptor 8K5; Olfactory receptor OR11-174,,219453,olfactory receptor family 8 subfamily K member 5,olfactory receptor; family 8; subfamily K; member 5,,,olfactory receptor family 8 subfamily K member 5,OR11-174,OR8K5
Q8NH51,OR8K3_HUMAN,OR8K3,Olfactory receptor 8K3; Olfactory receptor OR11-181,,219473,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene),olfactory receptor; family 8; subfamily K; member 3 (gene/pseudogene),,,olfactory receptor family 8 subfamily K member 3 (gene/pseudogene),OR11-181,OR8K3
Q8NH53,O52N1_HUMAN,OR52N1,Olfactory receptor 52N1; Olfactory receptor OR11-61,,79473,olfactory receptor family 52 subfamily N member 1,olfactory receptor; family 52; subfamily N; member 1,,,olfactory receptor family 52 subfamily N member 1,OR11-61,OR52N1
Q8NH54,O56A3_HUMAN,OR56A3; OR56A3P; OR56A6,Olfactory receptor 56A3; Olfactory receptor 56A6,OR56A3P; OR56A6,390083,olfactory receptor family 56 subfamily A member 3,olfactory receptor; family 56; subfamily A; member 3,,,olfactory receptor family 56 subfamily A member 3,OR56A2P; OR56A3P; OR56A6,OR56A3
Q8NH56,O52N5_HUMAN,OR52N5,Olfactory receptor 52N5; Olfactory receptor OR11-62,,390075,olfactory receptor family 52 subfamily N member 5,olfactory receptor; family 52; subfamily N; member 5,,OR52N5Q,olfactory receptor family 52 subfamily N member 5,OR11-62; OR52N5Q,OR52N5
Q8NH60,O52J3_HUMAN,OR52J3,Olfactory receptor 52J3; Olfactory receptor OR11-32,,119679,olfactory receptor family 52 subfamily J member 3,olfactory receptor; family 52; subfamily J; member 3,,,olfactory receptor family 52 subfamily J member 3,OR11-32,OR52J3
Q8NH61,O51F2_HUMAN,OR51F2,Olfactory receptor 51F2; Olfactory receptor OR11-23,,119694,olfactory receptor family 51 subfamily F member 2,olfactory receptor; family 51; subfamily F; member 2,,,olfactory receptor family 51 subfamily F member 2,OR11-23,OR51F2
Q8NH64,O51A7_HUMAN,OR51A7,Olfactory receptor 51A7; Olfactory receptor OR11-27,,119687,olfactory receptor family 51 subfamily A member 7,olfactory receptor; family 51; subfamily A; member 7,,,olfactory receptor family 51 subfamily A member 7,OR11-27,OR51A7
Q8NH67,O52I2_HUMAN,OR52I2,Olfactory receptor 52I2; Olfactory receptor OR11-12,,143502,olfactory receptor family 52 subfamily I member 2,olfactory receptor; family 52; subfamily I; member 2,,,olfactory receptor family 52 subfamily I member 2,OR11-12; OR52I1,OR52I2
Q8NH70,O4A16_HUMAN,OR4A16,Olfactory receptor 4A16; Olfactory receptor OR11-117,,81327,olfactory receptor family 4 subfamily A member 16,olfactory receptor; family 4; subfamily A; member 16,,OR4A16Q,olfactory receptor family 4 subfamily A member 16,OR11-117; OR4A16Q,OR4A16
Q8NH72,OR4C6_HUMAN,OR4C6,Olfactory receptor 4C6; Olfactory receptor OR11-138,,219432,olfactory receptor family 4 subfamily C member 6,olfactory receptor; family 4; subfamily C; member 6,,,olfactory receptor family 4 subfamily C member 6,OR11-138,OR4C6
Q8NH73,OR4S2_HUMAN,OR4S2; OR4S2P,Olfactory receptor 4S2; Olfactory receptor OR11-137,OR4S2P,219431,olfactory receptor family 4 subfamily S member 2,olfactory receptor; family 4; subfamily S; member 2 pseudogene; olfactory receptor; family 4; subfamily S; member 2,,OST725,olfactory receptor family 4 subfamily S member 2,OR11-137; OR4S2P; OST725,OR4S2
Q8NH74,O10A6_HUMAN,OR10A6,Olfactory receptor 10A6; Olfactory receptor OR11-96,,390093,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),olfactory receptor; family 10; subfamily A; member 6 (gene/pseudogene),,,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),OR11-96,OR10A6
Q8NH76,O56B4_HUMAN,OR56B4,Olfactory receptor 56B4; Olfactory receptor OR11-67,,196335,olfactory receptor family 56 subfamily B member 4,olfactory receptor; family 56; subfamily B; member 4,,,olfactory receptor family 56 subfamily B member 4,OR11-67,OR56B4
Q8NH79,OR6X1_HUMAN,OR6X1,Olfactory receptor 6X1; Olfactory receptor OR11-270,,390260,olfactory receptor family 6 subfamily X member 1,olfactory receptor; family 6; subfamily X; member 1,,,olfactory receptor family 6 subfamily X member 1,OR11-270,OR6X1
Q8NH83,OR4A5_HUMAN,OR4A5,Olfactory receptor 4A5; Olfactory receptor OR11-111,,81318,olfactory receptor family 4 subfamily A member 5,olfactory receptor; family 4; subfamily A; member 5,,,olfactory receptor family 4 subfamily A member 5,OR11-111,OR4A5
Q8NH90,O5AK2_HUMAN,OR5AK2,Olfactory receptor 5AK2,,390181,olfactory receptor family 5 subfamily AK member 2,olfactory receptor; family 5; subfamily AK; member 2,,,olfactory receptor family 5 subfamily AK member 2,,OR5AK2
Q8NH93,OR1L3_HUMAN,OR1L3,Olfactory receptor 1L3; Olfactory receptor 9-D; OR9-D; Olfactory receptor OR9-28,,26735,olfactory receptor family 1 subfamily L member 3,olfactory receptor; family 1; subfamily L; member 3,,OR9-D,olfactory receptor family 1 subfamily L member 3,OR9-28; OR9-D,OR1L3
Q8NHA4,O2AE1_HUMAN,OR2AE1; OR2AE2,Olfactory receptor 2AE1; Olfactory receptor 2AE2,OR2AE2,81392,olfactory receptor family 2 subfamily AE member 1,olfactory receptor; family 2; subfamily AE; member 2; olfactory receptor; family 2; subfamily AE; member 1,,,olfactory receptor family 2 subfamily AE member 1,OR2AE2,OR2AE1
Q8NHB1,OR2V1_HUMAN,OR2V1,Olfactory receptor 2V1,,26693,olfactory receptor family 2 subfamily V member 1,olfactory receptor; family 2; subfamily V; member 1,,OST265,olfactory receptor family 2 subfamily V member 1,OR2V1P; OST265,OR2V1
Q8NHB7,OR5K1_HUMAN,OR5K1,Olfactory receptor 5K1; HTPCRX10; Olfactory receptor OR3-8,,26339,olfactory receptor family 5 subfamily K member 1,olfactory receptor; family 5; subfamily K; member 1,,HTPCRX10; HSHTPCRX10,olfactory receptor family 5 subfamily K member 1,HSHTPCRX10; HTPCRX10; OR3-8,OR5K1
Q8NHB8,OR5K2_HUMAN,OR5K2,Olfactory receptor 5K2; Olfactory receptor OR3-9,,402135,olfactory receptor family 5 subfamily K member 2,olfactory receptor; family 5; subfamily K; member 2,,,olfactory receptor family 5 subfamily K member 2,OR3-9,OR5K2
Q8NHC5,O14AG_HUMAN,OR14A16; OR5AT1,Olfactory receptor 14A16; Olfactory receptor 5AT1; Olfactory receptor OR1-45,OR5AT1,284532,olfactory receptor family 14 subfamily A member 16,olfactory receptor; family 5; subfamily AT; member 1; olfactory receptor; family 14; subfamily A; member 16,,,olfactory receptor family 14 subfamily A member 16,OR5AT1,OR14A16
Q8NHC7,O14CZ_HUMAN,OR14C36; OR5BF1,Olfactory receptor 14C36; Olfactory receptor 5BF1; Olfactory receptor OR1-59,OR5BF1,127066,olfactory receptor family 14 subfamily C member 36,olfactory receptor; family 5; subfamily BF; member 1; olfactory receptor; family 14; subfamily C; member 36,,,olfactory receptor family 14 subfamily C member 36,OR5BF1,OR14C36
Q8TD86,CALL6_HUMAN,CALML6; CAGLP; CALGP,Calmodulin-like protein 6; Calglandulin-like protein,CAGLP; CALGP,163688,calmodulin like 6,calmodulin-like 6,,CAGLP,calmodulin like 6,CAGLP,CALML6
Q8WVI7,PPR1C_HUMAN,PPP1R1C,Protein phosphatase 1 regulatory subunit 1C; Inhibitor-5 of protein phosphatase 1; IPP5,,151242,protein phosphatase 1 regulatory inhibitor subunit 1C,protein phosphatase 1; regulatory (inhibitor) subunit 1C,,Inhibitor-1-like,protein phosphatase 1 regulatory inhibitor subunit 1C,IPP5,PPP1R1C
Q8WZ92,OR5P2_HUMAN,OR5P2,Olfactory receptor 5P2; Olfactory receptor-like protein JCG3,,120065,olfactory receptor family 5 subfamily P member 2,olfactory receptor; family 5; subfamily P; member 2,,JCG3,olfactory receptor family 5 subfamily P member 2,JCG3; JCG4,OR5P2
Q96C90,PP14B_HUMAN,PPP1R14B; PLCB3N; PNG,Protein phosphatase 1 regulatory subunit 14B; Phospholipase C-beta-3 neighbouring gene protein,PLCB3N; PNG,26472,protein phosphatase 1 regulatory inhibitor subunit 14B,protein phosphatase 1; regulatory (inhibitor) subunit 14B,,SOM172; PNG; PHI-1,protein phosphatase 1 regulatory inhibitor subunit 14B,PHI-1; PLCB3N; PNG; SOM172,PPP1R14B
Q96E39,RMXL1_HUMAN,RBMXL1,RNA binding motif protein; X-linked-like-1; Heterogeneous nuclear ribonucleoprotein G-like 1,,494115,RBMX like 1,RNA binding motif protein; X-linked like 1,kynurenine aminotransferase III,KAT3,RBMX like 1,RBM1,RBMXL1
Q96R08,OR5BC_HUMAN,OR5B12; OR5B12P; OR5B16,Olfactory receptor 5B12; Olfactory receptor 5B16; Olfactory receptor OR11-241,OR5B12P; OR5B16,390191,olfactory receptor family 5 subfamily B member 12,olfactory receptor; family 5; subfamily B; member 12,,OST743,olfactory receptor family 5 subfamily B member 12,OR11-241; OR5B12P; OR5B16; OST743,OR5B12
Q96R09,OR5B2_HUMAN,OR5B2,Olfactory receptor 5B2; OST073; Olfactory receptor OR11-240,,390190,olfactory receptor family 5 subfamily B member 2,olfactory receptor; family 5; subfamily B; member 2,,OST073,olfactory receptor family 5 subfamily B member 2,OR11-240; OST073,OR5B2
Q96R27,OR2M4_HUMAN,OR2M4,Olfactory receptor 2M4; HTPCRX18; OST710; Olfactory receptor OR1-55; Olfactory receptor TPCR100,,26245,olfactory receptor family 2 subfamily M member 4,olfactory receptor; family 2; subfamily M; member 4,,HTPCRX18; TPCR100; HSHTPCRX18; OST710,olfactory receptor family 2 subfamily M member 4,HSHTPCRX18; HTPCRX18; OR1-55; OST710; TPCR100,OR2M4
Q96R28,OR2M2_HUMAN,OR2M2,Olfactory receptor 2M2; OST423,,391194,olfactory receptor family 2 subfamily M member 2,olfactory receptor; family 2; subfamily M; member 2,,OST423; OR2M2Q,olfactory receptor family 2 subfamily M member 2,OR2M2Q; OST423,OR2M2
Q96R30,OR2V2_HUMAN,OR2V2; OR2V3,Olfactory receptor 2V2; Olfactory receptor 2V3; Olfactory receptor OR5-3,OR2V3,285659,olfactory receptor family 2 subfamily V member 2,olfactory receptor; family 2; subfamily V; member 2,,OST713,olfactory receptor family 2 subfamily V member 2,OR2V3; OST713,OR2V2
Q96R45,OR2A7_HUMAN,OR2A7,Olfactory receptor 2A7; Olfactory receptor OR7-18,,401427,olfactory receptor family 2 subfamily A member 7,olfactory receptor; family 2; subfamily A; member 7,,HSDJ0798C17,olfactory receptor family 2 subfamily A member 7,HSDJ0798C17; OR2A21,OR2A7
Q96R47,O2A14_HUMAN,OR2A14; OR2A14P; OR2A6,Olfactory receptor 2A14; OST182; Olfactory receptor 2A6; Olfactory receptor OR7-12,OR2A14P; OR2A6,135941,olfactory receptor family 2 subfamily A member 14,olfactory receptor; family 2; subfamily A; member 14,,OST182,olfactory receptor family 2 subfamily A member 14,OR2A14P; OR2A6; OST182,OR2A14
Q96R67,OR4CC_HUMAN,OR4C12,Olfactory receptor 4C12; Olfactory receptor OR11-259,,283093,olfactory receptor family 4 subfamily C member 12,olfactory receptor; family 4; subfamily C; member 12,,,olfactory receptor family 4 subfamily C member 12,OR11-259,OR4C12
Q96RB7,OR5MB_HUMAN,OR5M11,Olfactory receptor 5M11,,219487,olfactory receptor family 5 subfamily M member 11,olfactory receptor; family 5; subfamily M; member 11,,OR11-199,olfactory receptor family 5 subfamily M member 11,OR11-199,OR5M11
Q96RC9,OR8B4_HUMAN,OR8B4; OR8B4P,Olfactory receptor 8B4; Olfactory receptor OR11-315,OR8B4P,283162,olfactory receptor family 8 subfamily B member 4,olfactory receptor; family 8; subfamily B; member 4 (gene/pseudogene); olfactory receptor family 8 subfamily B member 4 (gene/pseudogene),,,olfactory receptor family 8 subfamily B member 4,OR11-315; OR8B4P,OR8B4
Q96RD0,OR8B2_HUMAN,OR8B2,Olfactory receptor 8B2; Olfactory receptor OR11-309,,26595,olfactory receptor family 8 subfamily B member 2,olfactory receptor; family 8; subfamily B; member 2,,,olfactory receptor family 8 subfamily B member 2,OR11-309; OR11-310,OR8B2
